Area_name,Area_type,Average_2018_2019,Category,Count,Variation (%),Week_ending
Aberdeenshire,HSC partnership,47.5,Aged 75 to 84,34,-28.4,19-Apr-20
Aberdeenshire,HSC partnership,26.5,Aged 85 and over,29,9.4,19-Apr-20
Aberdeenshire,HSC partnership,52.5,Aged under 5,18,-65.7,19-Apr-20
Angus,HSC partnership,76,Aged 15 to 44,35,-53.9,19-Apr-20
Angus,HSC partnership,52.5,Aged 45 to 64,23,-56.2,19-Apr-20
Angus,HSC partnership,21,Aged 5 to 14,12,-42.9,19-Apr-20
Angus,HSC partnership,23,Aged 65 to 74,11,-52.2,19-Apr-20
Angus,HSC partnership,17.5,Aged 75 to 84,10,-42.9,19-Apr-20
Angus,HSC partnership,12,Aged 85 and over,6,-50,19-Apr-20
Angus,HSC partnership,15.5,Aged under 5,13,-16.1,19-Apr-20
Argyll & Bute,HSC partnership,87,Aged 15 to 44,35,-59.8,19-Apr-20
Argyll & Bute,HSC partnership,56,Aged 45 to 64,22,-60.7,19-Apr-20
Argyll & Bute,HSC partnership,19,Aged 5 to 14,7,-63.2,19-Apr-20
Argyll & Bute,HSC partnership,35.5,Aged 65 to 74,7,-80.3,19-Apr-20
Argyll & Bute,HSC partnership,34,Aged 75 to 84,13,-61.8,19-Apr-20
Clackmannanshire & Stirling,HSC partnership,158,Aged 15 to 44,68,-57,19-Apr-20
Clackmannanshire & Stirling,HSC partnership,101.5,Aged 45 to 64,61,-39.9,19-Apr-20
Clackmannanshire & Stirling,HSC partnership,47.5,Aged 5 to 14,6,-87.4,19-Apr-20
Clackmannanshire & Stirling,HSC partnership,44.5,Aged 65 to 74,28,-37.1,19-Apr-20
Clackmannanshire & Stirling,HSC partnership,42,Aged 75 to 84,25,-40.5,19-Apr-20
Clackmannanshire & Stirling,HSC partnership,25,Aged 85 and over,20,-20,19-Apr-20
Clackmannanshire & Stirling,HSC partnership,38.5,Aged under 5,12,-68.8,19-Apr-20
Dumfries & Galloway,HSC partnership,276.5,Aged 15 to 44,120,-56.6,19-Apr-20
Dumfries & Galloway,HSC partnership,209,Aged 45 to 64,113,-45.9,19-Apr-20
Dumfries & Galloway,HSC partnership,77.5,Aged 5 to 14,25,-67.7,19-Apr-20
Dumfries & Galloway,HSC partnership,89.5,Aged 65 to 74,54,-39.7,19-Apr-20
Dumfries & Galloway,HSC partnership,86,Aged 75 to 84,67,-22.1,19-Apr-20
Dumfries & Galloway,HSC partnership,57.5,Aged 85 and over,25,-56.5,19-Apr-20
Dumfries & Galloway,HSC partnership,81.5,Aged under 5,26,-68.1,19-Apr-20
Dundee City,HSC partnership,260.5,Aged 15 to 44,113,-56.6,19-Apr-20
Dundee City,HSC partnership,118.5,Aged 45 to 64,70,-40.9,19-Apr-20
Dundee City,HSC partnership,66,Aged 5 to 14,22,-66.7,19-Apr-20
Dundee City,HSC partnership,49,Aged 65 to 74,25,-49,19-Apr-20
Dundee City,HSC partnership,40.5,Aged 75 to 84,24,-40.7,19-Apr-20
Dundee City,HSC partnership,22.5,Aged 85 and over,19,-15.6,19-Apr-20
Dundee City,HSC partnership,49,Aged under 5,28,-42.9,19-Apr-20
East Ayrshire,HSC partnership,270.5,Aged 15 to 44,133,-50.8,19-Apr-20
East Ayrshire,HSC partnership,178,Aged 45 to 64,99,-44.4,19-Apr-20
East Ayrshire,HSC partnership,98,Aged 5 to 14,32,-67.3,19-Apr-20
East Ayrshire,HSC partnership,71,Aged 65 to 74,54,-23.9,19-Apr-20
East Ayrshire,HSC partnership,57.5,Aged 75 to 84,39,-32.2,19-Apr-20
East Ayrshire,HSC partnership,22,Aged 85 and over,20,-9.1,19-Apr-20
East Ayrshire,HSC partnership,80.5,Aged under 5,33,-59,19-Apr-20
East Dunbartonshire,HSC partnership,102,Aged 15 to 44,32,-68.6,19-Apr-20
East Dunbartonshire,HSC partnership,84.5,Aged 45 to 64,57,-32.5,19-Apr-20
East Dunbartonshire,HSC partnership,50,Aged 5 to 14,17,-66,19-Apr-20
East Dunbartonshire,HSC partnership,36,Aged 65 to 74,35,-2.8,19-Apr-20
East Dunbartonshire,HSC partnership,43.5,Aged 75 to 84,27,-37.9,19-Apr-20
East Dunbartonshire,HSC partnership,36,Aged 85 and over,13,-63.9,19-Apr-20
East Dunbartonshire,HSC partnership,59,Aged under 5,13,-78,19-Apr-20
East Lothian,HSC partnership,147.5,Aged 15 to 44,67,-54.6,19-Apr-20
East Lothian,HSC partnership,87.5,Aged 45 to 64,60,-31.4,19-Apr-20
East Lothian,HSC partnership,78,Aged 5 to 14,35,-55.1,19-Apr-20
East Lothian,HSC partnership,44.5,Aged 65 to 74,27,-39.3,19-Apr-20
East Lothian,HSC partnership,36.5,Aged 75 to 84,20,-45.2,19-Apr-20
East Lothian,HSC partnership,28,Aged 85 and over,15,-46.4,19-Apr-20
East Lothian,HSC partnership,61,Aged under 5,32,-47.5,19-Apr-20
East Renfrewshire,HSC partnership,119,Aged 15 to 44,58,-51.3,19-Apr-20
East Renfrewshire,HSC partnership,90,Aged 45 to 64,60,-33.3,19-Apr-20
East Renfrewshire,HSC partnership,48,Aged 5 to 14,17,-64.6,19-Apr-20
East Renfrewshire,HSC partnership,39,Aged 65 to 74,15,-61.5,19-Apr-20
East Renfrewshire,HSC partnership,39,Aged 75 to 84,25,-35.9,19-Apr-20
East Renfrewshire,HSC partnership,25.5,Aged 85 and over,13,-49,19-Apr-20
East Renfrewshire,HSC partnership,51.5,Aged under 5,19,-63.1,19-Apr-20
Edinburgh,HSC partnership,741,Aged 15 to 44,311,-58,19-Apr-20
Edinburgh,HSC partnership,361,Aged 45 to 64,258,-28.5,19-Apr-20
Edinburgh,HSC partnership,269.5,Aged 5 to 14,108,-59.9,19-Apr-20
Edinburgh,HSC partnership,149,Aged 65 to 74,80,-46.3,19-Apr-20
Edinburgh,HSC partnership,135.5,Aged 75 to 84,88,-35.1,19-Apr-20
Edinburgh,HSC partnership,104,Aged 85 and over,56,-46.2,19-Apr-20
Edinburgh,HSC partnership,330.5,Aged under 5,151,-54.3,19-Apr-20
Falkirk,HSC partnership,282,Aged 15 to 44,110,-61,19-Apr-20
Falkirk,HSC partnership,190.5,Aged 45 to 64,91,-52.2,19-Apr-20
Falkirk,HSC partnership,93,Aged 5 to 14,23,-75.3,19-Apr-20
Falkirk,HSC partnership,71,Aged 65 to 74,45,-36.6,19-Apr-20
Falkirk,HSC partnership,69.5,Aged 75 to 84,33,-52.5,19-Apr-20
Falkirk,HSC partnership,35.5,Aged 85 and over,27,-23.9,19-Apr-20
Falkirk,HSC partnership,59.5,Aged under 5,19,-68.1,19-Apr-20
Fife,HSC partnership,549,Aged 15 to 44,204,-62.8,19-Apr-20
Fife,HSC partnership,338,Aged 45 to 64,143,-57.7,19-Apr-20
Fife,HSC partnership,157,Aged 5 to 14,32,-79.6,19-Apr-20
Fife,HSC partnership,157.5,Aged 65 to 74,69,-56.2,19-Apr-20
Fife,HSC partnership,128,Aged 75 to 84,76,-40.6,19-Apr-20
Fife,HSC partnership,67.5,Aged 85 and over,28,-58.5,19-Apr-20
Fife,HSC partnership,109.5,Aged under 5,46,-58,19-Apr-20
Glasgow City,HSC partnership,1436.5,Aged 15 to 44,572,-60.2,19-Apr-20
Glasgow City,HSC partnership,785.5,Aged 45 to 64,400,-49.1,19-Apr-20
Glasgow City,HSC partnership,360.5,Aged 5 to 14,89,-75.3,19-Apr-20
Glasgow City,HSC partnership,235,Aged 65 to 74,146,-37.9,19-Apr-20
Glasgow City,HSC partnership,225.5,Aged 75 to 84,113,-49.9,19-Apr-20
Glasgow City,HSC partnership,120.5,Aged 85 and over,76,-36.9,19-Apr-20
Glasgow City,HSC partnership,421.5,Aged under 5,104,-75.3,19-Apr-20
Highland,HSC partnership,357.5,Aged 15 to 44,140,-60.8,19-Apr-20
Highland,HSC partnership,226.5,Aged 45 to 64,124,-45.3,19-Apr-20
Highland,HSC partnership,101,Aged 5 to 14,33,-67.3,19-Apr-20
Highland,HSC partnership,112,Aged 65 to 74,48,-57.1,19-Apr-20
Highland,HSC partnership,90.5,Aged 75 to 84,39,-56.9,19-Apr-20
Highland,HSC partnership,42,Aged 85 and over,33,-21.4,19-Apr-20
Highland,HSC partnership,58.5,Aged under 5,31,-47,19-Apr-20
Inverclyde,HSC partnership,205.5,Aged 15 to 44,84,-59.1,19-Apr-20
Inverclyde,HSC partnership,148.5,Aged 45 to 64,57,-61.6,19-Apr-20
Inverclyde,HSC partnership,66.5,Aged 5 to 14,12,-82,19-Apr-20
Inverclyde,HSC partnership,63.5,Aged 65 to 74,21,-66.9,19-Apr-20
Inverclyde,HSC partnership,60.5,Aged 75 to 84,24,-60.3,19-Apr-20
Inverclyde,HSC partnership,30,Aged 85 and over,14,-53.3,19-Apr-20
Inverclyde,HSC partnership,44,Aged under 5,14,-68.2,19-Apr-20
Midlothian,HSC partnership,169,Aged 15 to 44,103,-39.1,19-Apr-20
Midlothian,HSC partnership,106.5,Aged 45 to 64,72,-32.4,19-Apr-20
Midlothian,HSC partnership,66,Aged 5 to 14,27,-59.1,19-Apr-20
Midlothian,HSC partnership,44,Aged 65 to 74,37,-15.9,19-Apr-20
Midlothian,HSC partnership,45.5,Aged 75 to 84,21,-53.8,19-Apr-20
Midlothian,HSC partnership,19,Aged 85 and over,17,-10.5,19-Apr-20
Midlothian,HSC partnership,90,Aged under 5,48,-46.7,19-Apr-20
Moray,HSC partnership,187,Aged 15 to 44,72,-61.5,19-Apr-20
Moray,HSC partnership,108,Aged 45 to 64,61,-43.5,19-Apr-20
Moray,HSC partnership,69.5,Aged 5 to 14,18,-74.1,19-Apr-20
Moray,HSC partnership,47.5,Aged 65 to 74,33,-30.5,19-Apr-20
Moray,HSC partnership,40.5,Aged 75 to 84,29,-28.4,19-Apr-20
Moray,HSC partnership,24.5,Aged 85 and over,18,-26.5,19-Apr-20
Moray,HSC partnership,35.5,Aged under 5,15,-57.7,19-Apr-20
NHS Ayrshire & Arran,Health board,747.5,Aged 15 to 44,365,-51.2,19-Apr-20
NHS Ayrshire & Arran,Health board,506,Aged 45 to 64,316,-37.5,19-Apr-20
NHS Ayrshire & Arran,Health board,280,Aged 5 to 14,83,-70.4,19-Apr-20
NHS Ayrshire & Arran,Health board,222.5,Aged 65 to 74,148,-33.5,19-Apr-20
NHS Ayrshire & Arran,Health board,198.5,Aged 75 to 84,126,-36.5,19-Apr-20
NHS Ayrshire & Arran,Health board,85.5,Aged 85 and over,77,-9.9,19-Apr-20
NHS Ayrshire & Arran,Health board,206.5,Aged under 5,83,-59.8,19-Apr-20
NHS Borders,Health board,194.5,Aged 15 to 44,107,-45,19-Apr-20
NHS Borders,Health board,149.5,Aged 45 to 64,78,-47.8,19-Apr-20
NHS Borders,Health board,65,Aged 5 to 14,11,-83.1,19-Apr-20
NHS Borders,Health board,81,Aged 65 to 74,58,-28.4,19-Apr-20
NHS Borders,Health board,68,Aged 75 to 84,40,-41.2,19-Apr-20
NHS Borders,Health board,46.5,Aged 85 and over,38,-18.3,19-Apr-20
NHS Borders,Health board,26,Aged under 5,10,-61.5,19-Apr-20
NHS Dumfries & Galloway,Health board,290.5,Aged 15 to 44,119,-59,19-Apr-20
NHS Dumfries & Galloway,Health board,218.5,Aged 45 to 64,116,-46.9,19-Apr-20
NHS Dumfries & Galloway,Health board,86,Aged 5 to 14,25,-70.9,19-Apr-20
NHS Dumfries & Galloway,Health board,97,Aged 65 to 74,54,-44.3,19-Apr-20
NHS Dumfries & Galloway,Health board,86.5,Aged 75 to 84,68,-21.4,19-Apr-20
NHS Dumfries & Galloway,Health board,59,Aged 85 and over,25,-57.6,19-Apr-20
NHS Dumfries & Galloway,Health board,83.5,Aged under 5,25,-70.1,19-Apr-20
NHS Fife,Health board,493.5,Aged 15 to 44,189,-61.7,19-Apr-20
NHS Fife,Health board,308.5,Aged 45 to 64,131,-57.5,19-Apr-20
NHS Fife,Health board,145.5,Aged 5 to 14,26,-82.1,19-Apr-20
NHS Fife,Health board,142.5,Aged 65 to 74,64,-55.1,19-Apr-20
NHS Fife,Health board,118,Aged 75 to 84,66,-44.1,19-Apr-20
NHS Fife,Health board,62.5,Aged 85 and over,26,-58.4,19-Apr-20
NHS Fife,Health board,99,Aged under 5,47,-52.5,19-Apr-20
NHS Forth Valley,Health board,467.5,Aged 15 to 44,174,-62.8,19-Apr-20
NHS Forth Valley,Health board,297.5,Aged 45 to 64,153,-48.6,19-Apr-20
NHS Forth Valley,Health board,139.5,Aged 5 to 14,28,-79.9,19-Apr-20
NHS Forth Valley,Health board,118.5,Aged 65 to 74,73,-38.4,19-Apr-20
NHS Forth Valley,Health board,116,Aged 75 to 84,63,-45.7,19-Apr-20
NHS Forth Valley,Health board,65,Aged 85 and over,47,-27.7,19-Apr-20
NHS Forth Valley,Health board,93,Aged under 5,31,-66.7,19-Apr-20
NHS Grampian,Health board,760,Aged 15 to 44,338,-55.5,19-Apr-20
NHS Grampian,Health board,418.5,Aged 45 to 64,228,-45.5,19-Apr-20
NHS Grampian,Health board,293.5,Aged 5 to 14,88,-70,19-Apr-20
NHS Grampian,Health board,171.5,Aged 65 to 74,112,-34.7,19-Apr-20
NHS Grampian,Health board,145.5,Aged 75 to 84,106,-27.1,19-Apr-20
NHS Grampian,Health board,90,Aged 85 and over,83,-7.8,19-Apr-20
NHS Grampian,Health board,172.5,Aged under 5,71,-58.8,19-Apr-20
NHS Greater Glasgow & Clyde,Health board,2649,Aged 15 to 44,990,-62.6,19-Apr-20
NHS Greater Glasgow & Clyde,Health board,1602.5,Aged 45 to 64,803,-49.9,19-Apr-20
NHS Greater Glasgow & Clyde,Health board,796,Aged 5 to 14,210,-73.6,19-Apr-20
NHS Greater Glasgow & Clyde,Health board,588.5,Aged 65 to 74,287,-51.2,19-Apr-20
NHS Greater Glasgow & Clyde,Health board,561.5,Aged 75 to 84,257,-54.2,19-Apr-20
NHS Greater Glasgow & Clyde,Health board,313.5,Aged 85 and over,163,-48,19-Apr-20
NHS Greater Glasgow & Clyde,Health board,859,Aged under 5,209,-75.7,19-Apr-20
NHS Highland,Health board,423,Aged 15 to 44,163,-61.5,19-Apr-20
NHS Highland,Health board,275.5,Aged 45 to 64,139,-49.5,19-Apr-20
NHS Highland,Health board,115.5,Aged 5 to 14,36,-68.8,19-Apr-20
NHS Highland,Health board,136,Aged 65 to 74,53,-61,19-Apr-20
NHS Highland,Health board,114.5,Aged 75 to 84,50,-56.3,19-Apr-20
NHS Highland,Health board,55.5,Aged 85 and over,36,-35.1,19-Apr-20
NHS Highland,Health board,64.5,Aged under 5,33,-48.8,19-Apr-20
NHS Lanarkshire,Health board,1569.5,Aged 15 to 44,736,-53.1,19-Apr-20
NHS Lanarkshire,Health board,1078,Aged 45 to 64,552,-48.8,19-Apr-20
NHS Lanarkshire,Health board,419.5,Aged 5 to 14,86,-79.5,19-Apr-20
NHS Lanarkshire,Health board,443,Aged 65 to 74,243,-45.1,19-Apr-20
NHS Lanarkshire,Health board,405.5,Aged 75 to 84,212,-47.7,19-Apr-20
NHS Lanarkshire,Health board,159.5,Aged 85 and over,105,-34.2,19-Apr-20
NHS Lanarkshire,Health board,221.5,Aged under 5,108,-51.2,19-Apr-20
NHS Lothian,Health board,1502,Aged 15 to 44,689,-54.1,19-Apr-20
NHS Lothian,Health board,824,Aged 45 to 64,539,-34.6,19-Apr-20
NHS Lothian,Health board,558,Aged 5 to 14,218,-60.9,19-Apr-20
NHS Lothian,Health board,341.5,Aged 65 to 74,208,-39.1,19-Apr-20
NHS Lothian,Health board,312,Aged 75 to 84,186,-40.4,19-Apr-20
NHS Lothian,Health board,190,Aged 85 and over,111,-41.6,19-Apr-20
NHS Lothian,Health board,599,Aged under 5,290,-51.6,19-Apr-20
NHS Orkney,Health board,45.5,Aged 15 to 44,11,-75.8,19-Apr-20
NHS Orkney,Health board,26,Aged 45 to 64,19,-26.9,19-Apr-20
NHS Orkney,Health board,10,Aged 65 to 74,6,-40,19-Apr-20
NHS Orkney,Health board,15.5,Aged 75 to 84,7,-54.8,19-Apr-20
NHS Shetland,Health board,40.5,Aged 15 to 44,31,-23.5,19-Apr-20
NHS Shetland,Health board,31.5,Aged 45 to 64,18,-42.9,19-Apr-20
NHS Shetland,Health board,14,Aged 5 to 14,7,-50,19-Apr-20
NHS Shetland,Health board,15,Aged 65 to 74,7,-53.3,19-Apr-20
NHS Shetland,Health board,18.5,Aged 75 to 84,7,-62.2,19-Apr-20
NHS Shetland,Health board,6.5,Aged 85 and over,5,-23.1,19-Apr-20
NHS Shetland,Health board,10.5,Aged under 5,5,-52.4,19-Apr-20
NHS Tayside,Health board,598.5,Aged 15 to 44,239,-60.1,19-Apr-20
NHS Tayside,Health board,324.5,Aged 45 to 64,180,-44.5,19-Apr-20
NHS Tayside,Health board,160,Aged 5 to 14,63,-60.6,19-Apr-20
NHS Tayside,Health board,132.5,Aged 65 to 74,68,-48.7,19-Apr-20
NHS Tayside,Health board,114,Aged 75 to 84,75,-34.2,19-Apr-20
NHS Tayside,Health board,65,Aged 85 and over,44,-32.3,19-Apr-20
NHS Tayside,Health board,100,Aged under 5,51,-49,19-Apr-20
NHS Western Isles,Health board,40,Aged 15 to 44,13,-67.5,19-Apr-20
NHS Western Isles,Health board,28,Aged 45 to 64,7,-75,19-Apr-20
NHS Western Isles,Health board,18.5,Aged 65 to 74,9,-51.4,19-Apr-20
North Ayrshire,HSC partnership,276,Aged 15 to 44,124,-55.1,19-Apr-20
North Ayrshire,HSC partnership,192,Aged 45 to 64,106,-44.8,19-Apr-20
North Ayrshire,HSC partnership,103,Aged 5 to 14,31,-69.9,19-Apr-20
North Ayrshire,HSC partnership,80.5,Aged 65 to 74,55,-31.7,19-Apr-20
North Ayrshire,HSC partnership,64.5,Aged 75 to 84,52,-19.4,19-Apr-20
North Ayrshire,HSC partnership,29.5,Aged 85 and over,28,-5.1,19-Apr-20
North Ayrshire,HSC partnership,74.5,Aged under 5,29,-61.1,19-Apr-20
North Lanarkshire,HSC partnership,948.5,Aged 15 to 44,432,-54.5,19-Apr-20
North Lanarkshire,HSC partnership,643.5,Aged 45 to 64,331,-48.6,19-Apr-20
North Lanarkshire,HSC partnership,274,Aged 5 to 14,58,-78.8,19-Apr-20
North Lanarkshire,HSC partnership,247.5,Aged 65 to 74,135,-45.5,19-Apr-20
North Lanarkshire,HSC partnership,226.5,Aged 75 to 84,119,-47.5,19-Apr-20
North Lanarkshire,HSC partnership,85.5,Aged 85 and over,47,-45,19-Apr-20
North Lanarkshire,HSC partnership,160,Aged under 5,63,-60.6,19-Apr-20
Orkney Islands,HSC partnership,44,Aged 15 to 44,12,-72.7,19-Apr-20
Orkney Islands,HSC partnership,27,Aged 45 to 64,19,-29.6,19-Apr-20
Orkney Islands,HSC partnership,9,Aged 65 to 74,6,-33.3,19-Apr-20
Orkney Islands,HSC partnership,15,Aged 75 to 84,7,-53.3,19-Apr-20
Perth & Kinross,HSC partnership,194,Aged 15 to 44,71,-63.4,19-Apr-20
Perth & Kinross,HSC partnership,120.5,Aged 45 to 64,75,-37.8,19-Apr-20
Perth & Kinross,HSC partnership,60,Aged 5 to 14,28,-53.3,19-Apr-20
Perth & Kinross,HSC partnership,45.5,Aged 65 to 74,29,-36.3,19-Apr-20
Perth & Kinross,HSC partnership,50,Aged 75 to 84,33,-34,19-Apr-20
Perth & Kinross,HSC partnership,27.5,Aged 85 and over,18,-34.5,19-Apr-20
Perth & Kinross,HSC partnership,29,Aged under 5,14,-51.7,19-Apr-20
Renfrewshire,HSC partnership,445.5,Aged 15 to 44,134,-69.9,19-Apr-20
Renfrewshire,HSC partnership,297,Aged 45 to 64,126,-57.6,19-Apr-20
Renfrewshire,HSC partnership,144.5,Aged 5 to 14,36,-75.1,19-Apr-20
Renfrewshire,HSC partnership,115.5,Aged 65 to 74,36,-68.8,19-Apr-20
Renfrewshire,HSC partnership,116,Aged 75 to 84,36,-69,19-Apr-20
Renfrewshire,HSC partnership,58.5,Aged 85 and over,24,-59,19-Apr-20
Renfrewshire,HSC partnership,116.5,Aged under 5,29,-75.1,19-Apr-20
Scotland,Scotland,9821.5,Aged 15 to 44,4164,-57.6,19-Apr-20
Scotland,Scotland,6088.5,Aged 45 to 64,3279,-46.1,19-Apr-20
Scotland,Scotland,3095.5,Aged 5 to 14,884,-71.4,19-Apr-20
Scotland,Scotland,2518,Aged 65 to 74,1390,-44.8,19-Apr-20
Scotland,Scotland,2293,Aged 75 to 84,1267,-44.7,19-Apr-20
Scotland,Scotland,1211.5,Aged 85 and over,768,-36.6,19-Apr-20
Scotland,Scotland,2551.5,Aged under 5,968,-62.1,19-Apr-20
Scottish Borders,HSC partnership,197,Aged 15 to 44,107,-45.7,19-Apr-20
Scottish Borders,HSC partnership,150,Aged 45 to 64,78,-48,19-Apr-20
Scottish Borders,HSC partnership,66.5,Aged 5 to 14,15,-77.4,19-Apr-20
Scottish Borders,HSC partnership,80.5,Aged 65 to 74,59,-26.7,19-Apr-20
Scottish Borders,HSC partnership,68,Aged 75 to 84,42,-38.2,19-Apr-20
Scottish Borders,HSC partnership,44.5,Aged 85 and over,39,-12.4,19-Apr-20
Scottish Borders,HSC partnership,25.5,Aged under 5,12,-52.9,19-Apr-20
Shetland Islands,HSC partnership,40,Aged 15 to 44,31,-22.5,19-Apr-20
Shetland Islands,HSC partnership,29.5,Aged 45 to 64,18,-39,19-Apr-20
Shetland Islands,HSC partnership,14,Aged 5 to 14,6,-57.1,19-Apr-20
Shetland Islands,HSC partnership,15.5,Aged 65 to 74,7,-54.8,19-Apr-20
Shetland Islands,HSC partnership,18.5,Aged 75 to 84,7,-62.2,19-Apr-20
Shetland Islands,HSC partnership,6.5,Aged 85 and over,5,-23.1,19-Apr-20
Shetland Islands,HSC partnership,10.5,Aged under 5,5,-52.4,19-Apr-20
South Ayrshire,HSC partnership,217.5,Aged 15 to 44,105,-51.7,19-Apr-20
South Ayrshire,HSC partnership,138,Aged 45 to 64,107,-22.5,19-Apr-20
South Ayrshire,HSC partnership,81,Aged 5 to 14,23,-71.6,19-Apr-20
South Ayrshire,HSC partnership,77.5,Aged 65 to 74,41,-47.1,19-Apr-20
South Ayrshire,HSC partnership,78.5,Aged 75 to 84,41,-47.8,19-Apr-20
South Ayrshire,HSC partnership,37.5,Aged 85 and over,30,-20,19-Apr-20
South Ayrshire,HSC partnership,52,Aged under 5,19,-63.5,19-Apr-20
South Lanarkshire,HSC partnership,736.5,Aged 15 to 44,321,-56.4,19-Apr-20
South Lanarkshire,HSC partnership,505.5,Aged 45 to 64,266,-47.4,19-Apr-20
South Lanarkshire,HSC partnership,207.5,Aged 5 to 14,48,-76.9,19-Apr-20
South Lanarkshire,HSC partnership,225.5,Aged 65 to 74,117,-48.1,19-Apr-20
South Lanarkshire,HSC partnership,207.5,Aged 75 to 84,103,-50.4,19-Apr-20
South Lanarkshire,HSC partnership,86.5,Aged 85 and over,65,-24.9,19-Apr-20
South Lanarkshire,HSC partnership,155,Aged under 5,68,-56.1,19-Apr-20
West Dunbartonshire,HSC partnership,132.5,Aged 15 to 44,59,-55.5,19-Apr-20
West Dunbartonshire,HSC partnership,80.5,Aged 45 to 64,47,-41.6,19-Apr-20
West Dunbartonshire,HSC partnership,47.5,Aged 5 to 14,11,-76.8,19-Apr-20
West Dunbartonshire,HSC partnership,38.5,Aged 65 to 74,17,-55.8,19-Apr-20
West Dunbartonshire,HSC partnership,28.5,Aged 75 to 84,16,-43.9,19-Apr-20
West Dunbartonshire,HSC partnership,21,Aged 85 and over,13,-38.1,19-Apr-20
West Dunbartonshire,HSC partnership,52,Aged under 5,8,-84.6,19-Apr-20
West Lothian,HSC partnership,423,Aged 15 to 44,194,-54.1,19-Apr-20
West Lothian,HSC partnership,248.5,Aged 45 to 64,138,-44.5,19-Apr-20
West Lothian,HSC partnership,137.5,Aged 5 to 14,36,-73.8,19-Apr-20
West Lothian,HSC partnership,101.5,Aged 65 to 74,62,-38.9,19-Apr-20
West Lothian,HSC partnership,90.5,Aged 75 to 84,58,-35.9,19-Apr-20
West Lothian,HSC partnership,39,Aged 85 and over,21,-46.2,19-Apr-20
West Lothian,HSC partnership,103,Aged under 5,51,-50.5,19-Apr-20
Western Isles,HSC partnership,41,Aged 15 to 44,13,-68.3,19-Apr-20
Western Isles,HSC partnership,26.5,Aged 45 to 64,8,-69.8,19-Apr-20
Western Isles,HSC partnership,20,Aged 65 to 74,9,-55,19-Apr-20
Aberdeen City,HSC partnership,407,Aged 15 to 44,133,-67.3,26-Apr-20
Aberdeen City,HSC partnership,175,Aged 45 to 64,94,-46.3,26-Apr-20
Aberdeen City,HSC partnership,130,Aged 5 to 14,35,-73.1,26-Apr-20
Aberdeen City,HSC partnership,67,Aged 65 to 74,42,-37.3,26-Apr-20
Aberdeen City,HSC partnership,63,Aged 75 to 84,54,-14.3,26-Apr-20
Aberdeen City,HSC partnership,48,Aged 85 and over,40,-16.7,26-Apr-20
Aberdeen City,HSC partnership,85.5,Aged under 5,39,-54.4,26-Apr-20
Aberdeenshire,HSC partnership,184.5,Aged 15 to 44,82,-55.6,26-Apr-20
Aberdeenshire,HSC partnership,128.5,Aged 45 to 64,81,-37,26-Apr-20
Aberdeenshire,HSC partnership,93,Aged 5 to 14,30,-67.7,26-Apr-20
Aberdeenshire,HSC partnership,48.5,Aged 65 to 74,45,-7.2,26-Apr-20
Aberdeenshire,HSC partnership,48,Aged 75 to 84,35,-27.1,26-Apr-20
Aberdeenshire,HSC partnership,28.5,Aged 85 and over,26,-8.8,26-Apr-20
Aberdeenshire,HSC partnership,46,Aged under 5,28,-39.1,26-Apr-20
Angus,HSC partnership,62.5,Aged 15 to 44,51,-18.4,26-Apr-20
Angus,HSC partnership,47,Aged 45 to 64,31,-34,26-Apr-20
Angus,HSC partnership,24.5,Aged 5 to 14,6,-75.5,26-Apr-20
Angus,HSC partnership,19,Aged 65 to 74,15,-21.1,26-Apr-20
Angus,HSC partnership,25,Aged 75 to 84,20,-20,26-Apr-20
Angus,HSC partnership,15.5,Aged 85 and over,8,-48.4,26-Apr-20
Angus,HSC partnership,20,Aged under 5,14,-30,26-Apr-20
Argyll & Bute,HSC partnership,66,Aged 15 to 44,36,-45.5,26-Apr-20
Argyll & Bute,HSC partnership,51,Aged 45 to 64,31,-39.2,26-Apr-20
Argyll & Bute,HSC partnership,22.5,Aged 5 to 14,8,-64.4,26-Apr-20
Argyll & Bute,HSC partnership,29.5,Aged 65 to 74,14,-52.5,26-Apr-20
Argyll & Bute,HSC partnership,24.5,Aged 75 to 84,5,-79.6,26-Apr-20
Argyll & Bute,HSC partnership,16,Aged 85 and over,7,-56.2,26-Apr-20
Argyll & Bute,HSC partnership,20.5,Aged under 5,6,-70.7,26-Apr-20
Clackmannanshire & Stirling,HSC partnership,191,Aged 15 to 44,56,-70.7,26-Apr-20
Clackmannanshire & Stirling,HSC partnership,116.5,Aged 45 to 64,60,-48.5,26-Apr-20
Clackmannanshire & Stirling,HSC partnership,39.5,Aged 5 to 14,12,-69.6,26-Apr-20
Clackmannanshire & Stirling,HSC partnership,42,Aged 65 to 74,34,-19,26-Apr-20
Clackmannanshire & Stirling,HSC partnership,35,Aged 75 to 84,31,-11.4,26-Apr-20
Clackmannanshire & Stirling,HSC partnership,18,Aged 85 and over,20,11.1,26-Apr-20
Clackmannanshire & Stirling,HSC partnership,33,Aged under 5,15,-54.5,26-Apr-20
Dumfries & Galloway,HSC partnership,277.5,Aged 15 to 44,167,-39.8,26-Apr-20
Dumfries & Galloway,HSC partnership,190,Aged 45 to 64,138,-27.4,26-Apr-20
Dumfries & Galloway,HSC partnership,95,Aged 5 to 14,34,-64.2,26-Apr-20
