Area_name,Area_type,Average_2018_2019,Category,Count,Type,Variation (%),Week_ending
Aberdeenshire,HSC partnership,48,Aged 65 to 74,50,Age Group,4.2,13 Sep 20
Aberdeenshire,HSC partnership,49,Aged 75 to 84,38,Age Group,-22.4,13 Sep 20
Aberdeenshire,HSC partnership,20,Aged 85 and over,25,Age Group,25,13 Sep 20
Aberdeenshire,HSC partnership,50.5,Aged under 5,33,Age Group,-34.7,13 Sep 20
Angus,HSC partnership,66,Aged 15 to 44,80,Age Group,21.2,13 Sep 20
Angus,HSC partnership,41,Aged 45 to 64,51,Age Group,24.4,13 Sep 20
Angus,HSC partnership,19,Aged 5 to 14,26,Age Group,36.8,13 Sep 20
Angus,HSC partnership,23.5,Aged 65 to 74,20,Age Group,-14.9,13 Sep 20
Angus,HSC partnership,21,Aged 75 to 84,18,Age Group,-14.3,13 Sep 20
Angus,HSC partnership,14.5,Aged 85 and over,18,Age Group,24.1,13 Sep 20
Angus,HSC partnership,18.5,Aged under 5,17,Age Group,-8.1,13 Sep 20
Argyll & Bute,HSC partnership,76,Aged 15 to 44,50,Age Group,-34.2,13 Sep 20
Argyll & Bute,HSC partnership,53.5,Aged 45 to 64,46,Age Group,-14,13 Sep 20
Argyll & Bute,HSC partnership,19.5,Aged 5 to 14,17,Age Group,-12.8,13 Sep 20
Argyll & Bute,HSC partnership,33,Aged 65 to 74,37,Age Group,12.1,13 Sep 20
Argyll & Bute,HSC partnership,30.5,Aged 75 to 84,25,Age Group,-18,13 Sep 20
Argyll & Bute,HSC partnership,15.5,Aged 85 and over,24,Age Group,54.8,13 Sep 20
Argyll & Bute,HSC partnership,17,Aged under 5,15,Age Group,-11.8,13 Sep 20
Clackmannanshire & Stirling,HSC partnership,178,Aged 15 to 44,133,Age Group,-25.3,13 Sep 20
Clackmannanshire & Stirling,HSC partnership,111.5,Aged 45 to 64,83,Age Group,-25.6,13 Sep 20
Clackmannanshire & Stirling,HSC partnership,28,Aged 5 to 14,29,Age Group,3.6,13 Sep 20
Clackmannanshire & Stirling,HSC partnership,55.5,Aged 65 to 74,45,Age Group,-18.9,13 Sep 20
Clackmannanshire & Stirling,HSC partnership,46.5,Aged 75 to 84,39,Age Group,-16.1,13 Sep 20
Clackmannanshire & Stirling,HSC partnership,31.5,Aged 85 and over,27,Age Group,-14.3,13 Sep 20
Clackmannanshire & Stirling,HSC partnership,33.5,Aged under 5,21,Age Group,-37.3,13 Sep 20
Dumfries & Galloway,HSC partnership,293.5,Aged 15 to 44,232,Age Group,-21,13 Sep 20
Dumfries & Galloway,HSC partnership,192.5,Aged 45 to 64,185,Age Group,-3.9,13 Sep 20
Dumfries & Galloway,HSC partnership,103,Aged 5 to 14,71,Age Group,-31.1,13 Sep 20
Dumfries & Galloway,HSC partnership,114.5,Aged 65 to 74,76,Age Group,-33.6,13 Sep 20
Dumfries & Galloway,HSC partnership,81.5,Aged 75 to 84,82,Age Group,0.6,13 Sep 20
Dumfries & Galloway,HSC partnership,52,Aged 85 and over,65,Age Group,25,13 Sep 20
Dumfries & Galloway,HSC partnership,79.5,Aged under 5,43,Age Group,-45.9,13 Sep 20
Dundee City,HSC partnership,284.5,Aged 15 to 44,251,Age Group,-11.8,13 Sep 20
Dundee City,HSC partnership,128.5,Aged 45 to 64,113,Age Group,-12.1,13 Sep 20
Dundee City,HSC partnership,76.5,Aged 5 to 14,81,Age Group,5.9,13 Sep 20
Dundee City,HSC partnership,51.5,Aged 65 to 74,43,Age Group,-16.5,13 Sep 20
Dundee City,HSC partnership,35.5,Aged 75 to 84,27,Age Group,-23.9,13 Sep 20
Dundee City,HSC partnership,25.5,Aged 85 and over,23,Age Group,-9.8,13 Sep 20
Dundee City,HSC partnership,51,Aged under 5,50,Age Group,-2,13 Sep 20
East Ayrshire,HSC partnership,266.5,Aged 15 to 44,259,Age Group,-2.8,13 Sep 20
East Ayrshire,HSC partnership,161.5,Aged 45 to 64,151,Age Group,-6.5,13 Sep 20
East Ayrshire,HSC partnership,95.5,Aged 5 to 14,87,Age Group,-8.9,13 Sep 20
East Ayrshire,HSC partnership,59.5,Aged 65 to 74,54,Age Group,-9.2,13 Sep 20
East Ayrshire,HSC partnership,48,Aged 75 to 84,36,Age Group,-25,13 Sep 20
East Ayrshire,HSC partnership,32.5,Aged 85 and over,22,Age Group,-32.3,13 Sep 20
East Ayrshire,HSC partnership,69,Aged under 5,49,Age Group,-29,13 Sep 20
East Dunbartonshire,HSC partnership,101.5,Aged 15 to 44,91,Age Group,-10.3,13 Sep 20
East Dunbartonshire,HSC partnership,70,Aged 45 to 64,76,Age Group,8.6,13 Sep 20
East Dunbartonshire,HSC partnership,52,Aged 5 to 14,37,Age Group,-28.8,13 Sep 20
East Dunbartonshire,HSC partnership,32.5,Aged 65 to 74,34,Age Group,4.6,13 Sep 20
East Dunbartonshire,HSC partnership,41.5,Aged 75 to 84,30,Age Group,-27.7,13 Sep 20
East Dunbartonshire,HSC partnership,29.5,Aged 85 and over,35,Age Group,18.6,13 Sep 20
East Dunbartonshire,HSC partnership,60,Aged under 5,35,Age Group,-41.7,13 Sep 20
East Lothian,HSC partnership,146.5,Aged 15 to 44,139,Age Group,-5.1,13 Sep 20
East Lothian,HSC partnership,89.5,Aged 45 to 64,104,Age Group,16.2,13 Sep 20
East Lothian,HSC partnership,78,Aged 5 to 14,77,Age Group,-1.3,13 Sep 20
East Lothian,HSC partnership,55.5,Aged 65 to 74,35,Age Group,-36.9,13 Sep 20
East Lothian,HSC partnership,33.5,Aged 75 to 84,35,Age Group,4.5,13 Sep 20
East Lothian,HSC partnership,29,Aged 85 and over,21,Age Group,-27.6,13 Sep 20
East Lothian,HSC partnership,55,Aged under 5,58,Age Group,5.5,13 Sep 20
East Renfrewshire,HSC partnership,118,Aged 15 to 44,86,Age Group,-27.1,13 Sep 20
East Renfrewshire,HSC partnership,69,Aged 45 to 64,69,Age Group,0,13 Sep 20
East Renfrewshire,HSC partnership,61.5,Aged 5 to 14,44,Age Group,-28.5,13 Sep 20
East Renfrewshire,HSC partnership,37,Aged 65 to 74,35,Age Group,-5.4,13 Sep 20
East Renfrewshire,HSC partnership,43,Aged 75 to 84,30,Age Group,-30.2,13 Sep 20
East Renfrewshire,HSC partnership,36.5,Aged 85 and over,22,Age Group,-39.7,13 Sep 20
East Renfrewshire,HSC partnership,60,Aged under 5,29,Age Group,-51.7,13 Sep 20
Edinburgh,HSC partnership,780,Aged 15 to 44,649,Age Group,-16.8,13 Sep 20
Edinburgh,HSC partnership,381.5,Aged 45 to 64,404,Age Group,5.9,13 Sep 20
Edinburgh,HSC partnership,305.5,Aged 5 to 14,280,Age Group,-8.3,13 Sep 20
Edinburgh,HSC partnership,143.5,Aged 65 to 74,172,Age Group,19.9,13 Sep 20
Edinburgh,HSC partnership,149.5,Aged 75 to 84,123,Age Group,-17.7,13 Sep 20
Edinburgh,HSC partnership,85,Aged 85 and over,84,Age Group,-1.2,13 Sep 20
Edinburgh,HSC partnership,308,Aged under 5,246,Age Group,-20.1,13 Sep 20
Falkirk,HSC partnership,282,Aged 15 to 44,187,Age Group,-33.7,13 Sep 20
Falkirk,HSC partnership,191.5,Aged 45 to 64,136,Age Group,-29,13 Sep 20
Falkirk,HSC partnership,78,Aged 5 to 14,35,Age Group,-55.1,13 Sep 20
Falkirk,HSC partnership,78.5,Aged 65 to 74,74,Age Group,-5.7,13 Sep 20
Falkirk,HSC partnership,62.5,Aged 75 to 84,75,Age Group,20,13 Sep 20
Falkirk,HSC partnership,36,Aged 85 and over,34,Age Group,-5.6,13 Sep 20
Falkirk,HSC partnership,62.5,Aged under 5,34,Age Group,-45.6,13 Sep 20
Fife,HSC partnership,538.5,Aged 15 to 44,457,Age Group,-15.1,13 Sep 20
Fife,HSC partnership,318,Aged 45 to 64,271,Age Group,-14.8,13 Sep 20
Fife,HSC partnership,158.5,Aged 5 to 14,162,Age Group,2.2,13 Sep 20
Fife,HSC partnership,137.5,Aged 65 to 74,106,Age Group,-22.9,13 Sep 20
Fife,HSC partnership,115.5,Aged 75 to 84,117,Age Group,1.3,13 Sep 20
Fife,HSC partnership,71,Aged 85 and over,63,Age Group,-11.3,13 Sep 20
Fife,HSC partnership,106.5,Aged under 5,83,Age Group,-22.1,13 Sep 20
Glasgow City,HSC partnership,1419,Aged 15 to 44,1109,Age Group,-21.8,13 Sep 20
Glasgow City,HSC partnership,761.5,Aged 45 to 64,606,Age Group,-20.4,13 Sep 20
Glasgow City,HSC partnership,336.5,Aged 5 to 14,279,Age Group,-17.1,13 Sep 20
Glasgow City,HSC partnership,233.5,Aged 65 to 74,191,Age Group,-18.2,13 Sep 20
Glasgow City,HSC partnership,223.5,Aged 75 to 84,185,Age Group,-17.2,13 Sep 20
Glasgow City,HSC partnership,106,Aged 85 and over,92,Age Group,-13.2,13 Sep 20
Glasgow City,HSC partnership,430.5,Aged under 5,242,Age Group,-43.8,13 Sep 20
Highland,HSC partnership,356.5,Aged 15 to 44,281,Age Group,-21.2,13 Sep 20
Highland,HSC partnership,209,Aged 45 to 64,164,Age Group,-21.5,13 Sep 20
Highland,HSC partnership,90,Aged 5 to 14,96,Age Group,6.7,13 Sep 20
Highland,HSC partnership,94.5,Aged 65 to 74,86,Age Group,-9,13 Sep 20
Highland,HSC partnership,70,Aged 75 to 84,91,Age Group,30,13 Sep 20
Highland,HSC partnership,48,Aged 85 and over,35,Age Group,-27.1,13 Sep 20
Highland,HSC partnership,58,Aged under 5,47,Age Group,-19,13 Sep 20
Inverclyde,HSC partnership,210.5,Aged 15 to 44,164,Age Group,-22.1,13 Sep 20
Inverclyde,HSC partnership,158.5,Aged 45 to 64,102,Age Group,-35.6,13 Sep 20
Inverclyde,HSC partnership,58.5,Aged 5 to 14,44,Age Group,-24.8,13 Sep 20
Inverclyde,HSC partnership,59,Aged 65 to 74,41,Age Group,-30.5,13 Sep 20
Inverclyde,HSC partnership,52.5,Aged 75 to 84,29,Age Group,-44.8,13 Sep 20
Inverclyde,HSC partnership,32,Aged 85 and over,17,Age Group,-46.9,13 Sep 20
Inverclyde,HSC partnership,49,Aged under 5,37,Age Group,-24.5,13 Sep 20
Midlothian,HSC partnership,180,Aged 15 to 44,141,Age Group,-21.7,13 Sep 20
Midlothian,HSC partnership,92,Aged 45 to 64,104,Age Group,13,13 Sep 20
Midlothian,HSC partnership,86,Aged 5 to 14,83,Age Group,-3.5,13 Sep 20
Midlothian,HSC partnership,44,Aged 65 to 74,41,Age Group,-6.8,13 Sep 20
Midlothian,HSC partnership,41.5,Aged 75 to 84,37,Age Group,-10.8,13 Sep 20
Midlothian,HSC partnership,18.5,Aged 85 and over,17,Age Group,-8.1,13 Sep 20
Midlothian,HSC partnership,83.5,Aged under 5,50,Age Group,-40.1,13 Sep 20
Moray,HSC partnership,162,Aged 15 to 44,128,Age Group,-21,13 Sep 20
Moray,HSC partnership,108.5,Aged 45 to 64,104,Age Group,-4.1,13 Sep 20
Moray,HSC partnership,53,Aged 5 to 14,48,Age Group,-9.4,13 Sep 20
Moray,HSC partnership,42.5,Aged 65 to 74,48,Age Group,12.9,13 Sep 20
Moray,HSC partnership,33.5,Aged 75 to 84,37,Age Group,10.4,13 Sep 20
Moray,HSC partnership,23.5,Aged 85 and over,16,Age Group,-31.9,13 Sep 20
Moray,HSC partnership,35,Aged under 5,20,Age Group,-42.9,13 Sep 20
NHS Ayrshire & Arran,Health board,738.5,Aged 15 to 44,593,Age Group,-19.7,13 Sep 20
NHS Ayrshire & Arran,Health board,461,Aged 45 to 64,454,Age Group,-1.5,13 Sep 20
NHS Ayrshire & Arran,Health board,262,Aged 5 to 14,203,Age Group,-22.5,13 Sep 20
NHS Ayrshire & Arran,Health board,190.5,Aged 65 to 74,183,Age Group,-3.9,13 Sep 20
NHS Ayrshire & Arran,Health board,177.5,Aged 75 to 84,147,Age Group,-17.2,13 Sep 20
NHS Ayrshire & Arran,Health board,88.5,Aged 85 and over,88,Age Group,-0.6,13 Sep 20
NHS Ayrshire & Arran,Health board,192.5,Aged under 5,138,Age Group,-28.3,13 Sep 20
NHS Borders,Health board,191.5,Aged 15 to 44,178,Age Group,-7,13 Sep 20
NHS Borders,Health board,132.5,Aged 45 to 64,130,Age Group,-1.9,13 Sep 20
NHS Borders,Health board,63.5,Aged 5 to 14,63,Age Group,-0.8,13 Sep 20
NHS Borders,Health board,83.5,Aged 65 to 74,72,Age Group,-13.8,13 Sep 20
NHS Borders,Health board,68,Aged 75 to 84,74,Age Group,8.8,13 Sep 20
NHS Borders,Health board,45.5,Aged 85 and over,36,Age Group,-20.9,13 Sep 20
NHS Borders,Health board,28,Aged under 5,28,Age Group,0,13 Sep 20
NHS Dumfries & Galloway,Health board,302.5,Aged 15 to 44,230,Age Group,-24,13 Sep 20
NHS Dumfries & Galloway,Health board,202.5,Aged 45 to 64,188,Age Group,-7.2,13 Sep 20
NHS Dumfries & Galloway,Health board,104.5,Aged 5 to 14,73,Age Group,-30.1,13 Sep 20
NHS Dumfries & Galloway,Health board,120,Aged 65 to 74,80,Age Group,-33.3,13 Sep 20
NHS Dumfries & Galloway,Health board,83.5,Aged 75 to 84,82,Age Group,-1.8,13 Sep 20
NHS Dumfries & Galloway,Health board,52,Aged 85 and over,64,Age Group,23.1,13 Sep 20
NHS Dumfries & Galloway,Health board,82,Aged under 5,45,Age Group,-45.1,13 Sep 20
NHS Fife,Health board,482.5,Aged 15 to 44,409,Age Group,-15.2,13 Sep 20
NHS Fife,Health board,291,Aged 45 to 64,248,Age Group,-14.8,13 Sep 20
NHS Fife,Health board,138.5,Aged 5 to 14,147,Age Group,6.1,13 Sep 20
NHS Fife,Health board,126,Aged 65 to 74,102,Age Group,-19,13 Sep 20
NHS Fife,Health board,104.5,Aged 75 to 84,110,Age Group,5.3,13 Sep 20
NHS Fife,Health board,64,Aged 85 and over,58,Age Group,-9.4,13 Sep 20
NHS Fife,Health board,97.5,Aged under 5,69,Age Group,-29.2,13 Sep 20
NHS Forth Valley,Health board,467.5,Aged 15 to 44,309,Age Group,-33.9,13 Sep 20
NHS Forth Valley,Health board,314,Aged 45 to 64,226,Age Group,-28,13 Sep 20
NHS Forth Valley,Health board,106.5,Aged 5 to 14,59,Age Group,-44.6,13 Sep 20
NHS Forth Valley,Health board,137.5,Aged 65 to 74,120,Age Group,-12.7,13 Sep 20
NHS Forth Valley,Health board,115,Aged 75 to 84,116,Age Group,0.9,13 Sep 20
NHS Forth Valley,Health board,70.5,Aged 85 and over,62,Age Group,-12.1,13 Sep 20
NHS Forth Valley,Health board,96.5,Aged under 5,54,Age Group,-44,13 Sep 20
NHS Grampian,Health board,754,Aged 15 to 44,597,Age Group,-20.8,13 Sep 20
NHS Grampian,Health board,396.5,Aged 45 to 64,359,Age Group,-9.5,13 Sep 20
NHS Grampian,Health board,256,Aged 5 to 14,232,Age Group,-9.4,13 Sep 20
NHS Grampian,Health board,169,Aged 65 to 74,164,Age Group,-3,13 Sep 20
NHS Grampian,Health board,138.5,Aged 75 to 84,126,Age Group,-9,13 Sep 20
NHS Grampian,Health board,85,Aged 85 and over,79,Age Group,-7.1,13 Sep 20
NHS Grampian,Health board,166,Aged under 5,93,Age Group,-44,13 Sep 20
NHS Greater Glasgow & Clyde,Health board,2625,Aged 15 to 44,2023,Age Group,-22.9,13 Sep 20
NHS Greater Glasgow & Clyde,Health board,1523.5,Aged 45 to 64,1214,Age Group,-20.3,13 Sep 20
NHS Greater Glasgow & Clyde,Health board,748,Aged 5 to 14,595,Age Group,-20.5,13 Sep 20
NHS Greater Glasgow & Clyde,Health board,559,Aged 65 to 74,437,Age Group,-21.8,13 Sep 20
NHS Greater Glasgow & Clyde,Health board,549.5,Aged 75 to 84,399,Age Group,-27.4,13 Sep 20
NHS Greater Glasgow & Clyde,Health board,308,Aged 85 and over,238,Age Group,-22.7,13 Sep 20
NHS Greater Glasgow & Clyde,Health board,871,Aged under 5,484,Age Group,-44.4,13 Sep 20
NHS Highland,Health board,425.5,Aged 15 to 44,324,Age Group,-23.9,13 Sep 20
NHS Highland,Health board,255,Aged 45 to 64,223,Age Group,-12.5,13 Sep 20
NHS Highland,Health board,101.5,Aged 5 to 14,103,Age Group,1.5,13 Sep 20
NHS Highland,Health board,119,Aged 65 to 74,113,Age Group,-5,13 Sep 20
NHS Highland,Health board,87.5,Aged 75 to 84,117,Age Group,33.7,13 Sep 20
NHS Highland,Health board,57.5,Aged 85 and over,54,Age Group,-6.1,13 Sep 20
NHS Highland,Health board,61,Aged under 5,51,Age Group,-16.4,13 Sep 20
NHS Lanarkshire,Health board,1494,Aged 15 to 44,1325,Age Group,-11.3,13 Sep 20
NHS Lanarkshire,Health board,1000.5,Aged 45 to 64,995,Age Group,-0.5,13 Sep 20
NHS Lanarkshire,Health board,381,Aged 5 to 14,360,Age Group,-5.5,13 Sep 20
NHS Lanarkshire,Health board,447,Aged 65 to 74,417,Age Group,-6.7,13 Sep 20
NHS Lanarkshire,Health board,396.5,Aged 75 to 84,366,Age Group,-7.7,13 Sep 20
NHS Lanarkshire,Health board,185.5,Aged 85 and over,174,Age Group,-6.2,13 Sep 20
NHS Lanarkshire,Health board,229.5,Aged under 5,172,Age Group,-25.1,13 Sep 20
NHS Lothian,Health board,1598,Aged 15 to 44,1338,Age Group,-16.3,13 Sep 20
NHS Lothian,Health board,825.5,Aged 45 to 64,851,Age Group,3.1,13 Sep 20
NHS Lothian,Health board,625,Aged 5 to 14,576,Age Group,-7.8,13 Sep 20
NHS Lothian,Health board,344,Aged 65 to 74,345,Age Group,0.3,13 Sep 20
NHS Lothian,Health board,304,Aged 75 to 84,290,Age Group,-4.6,13 Sep 20
NHS Lothian,Health board,176.5,Aged 85 and over,162,Age Group,-8.2,13 Sep 20
NHS Lothian,Health board,542.5,Aged under 5,445,Age Group,-18,13 Sep 20
NHS Orkney,Health board,32,Aged 15 to 44,34,Age Group,6.2,13 Sep 20
NHS Orkney,Health board,31,Aged 45 to 64,27,Age Group,-12.9,13 Sep 20
NHS Orkney,Health board,13.5,Aged 5 to 14,8,Age Group,-40.7,13 Sep 20
NHS Orkney,Health board,15.5,Aged 65 to 74,17,Age Group,9.7,13 Sep 20
NHS Orkney,Health board,15.5,Aged 75 to 84,11,Age Group,-29,13 Sep 20
NHS Orkney,Health board,5.5,Aged 85 and over,6,Age Group,9.1,13 Sep 20
NHS Shetland,Health board,52,Aged 15 to 44,34,Age Group,-34.6,13 Sep 20
NHS Shetland,Health board,27,Aged 45 to 64,35,Age Group,29.6,13 Sep 20
NHS Shetland,Health board,17.5,Aged 5 to 14,6,Age Group,-65.7,13 Sep 20
NHS Shetland,Health board,8,Aged 65 to 74,12,Age Group,50,13 Sep 20
NHS Shetland,Health board,14.5,Aged 75 to 84,13,Age Group,-10.3,13 Sep 20
NHS Shetland,Health board,9,Aged under 5,6,Age Group,-33.3,13 Sep 20
NHS Tayside,Health board,613.5,Aged 15 to 44,571,Age Group,-6.9,13 Sep 20
NHS Tayside,Health board,312,Aged 45 to 64,293,Age Group,-6.1,13 Sep 20
NHS Tayside,Health board,189.5,Aged 5 to 14,189,Age Group,-0.3,13 Sep 20
NHS Tayside,Health board,144,Aged 65 to 74,120,Age Group,-16.7,13 Sep 20
NHS Tayside,Health board,114.5,Aged 75 to 84,111,Age Group,-3.1,13 Sep 20
NHS Tayside,Health board,85.5,Aged 85 and over,76,Age Group,-11.1,13 Sep 20
NHS Tayside,Health board,107,Aged under 5,107,Age Group,0,13 Sep 20
NHS Western Isles,Health board,39.5,Aged 15 to 44,23,Age Group,-41.8,13 Sep 20
NHS Western Isles,Health board,31.5,Aged 45 to 64,15,Age Group,-52.4,13 Sep 20
NHS Western Isles,Health board,15,Aged 5 to 14,5,Age Group,-66.7,13 Sep 20
NHS Western Isles,Health board,15.5,Aged 65 to 74,14,Age Group,-9.7,13 Sep 20
North Ayrshire,HSC partnership,269.5,Aged 15 to 44,219,Age Group,-18.7,13 Sep 20
North Ayrshire,HSC partnership,167.5,Aged 45 to 64,161,Age Group,-3.9,13 Sep 20
North Ayrshire,HSC partnership,96,Aged 5 to 14,64,Age Group,-33.3,13 Sep 20
North Ayrshire,HSC partnership,71,Aged 65 to 74,66,Age Group,-7,13 Sep 20
North Ayrshire,HSC partnership,71.5,Aged 75 to 84,61,Age Group,-14.7,13 Sep 20
North Ayrshire,HSC partnership,23.5,Aged 85 and over,29,Age Group,23.4,13 Sep 20
North Ayrshire,HSC partnership,77.5,Aged under 5,53,Age Group,-31.6,13 Sep 20
North Lanarkshire,HSC partnership,893,Aged 15 to 44,795,Age Group,-11,13 Sep 20
North Lanarkshire,HSC partnership,574,Aged 45 to 64,585,Age Group,1.9,13 Sep 20
North Lanarkshire,HSC partnership,240.5,Aged 5 to 14,229,Age Group,-4.8,13 Sep 20
North Lanarkshire,HSC partnership,241.5,Aged 65 to 74,229,Age Group,-5.2,13 Sep 20
North Lanarkshire,HSC partnership,218.5,Aged 75 to 84,201,Age Group,-8,13 Sep 20
North Lanarkshire,HSC partnership,90,Aged 85 and over,80,Age Group,-11.1,13 Sep 20
North Lanarkshire,HSC partnership,163,Aged under 5,117,Age Group,-28.2,13 Sep 20
Orkney Islands,HSC partnership,30.5,Aged 15 to 44,36,Age Group,18,13 Sep 20
Orkney Islands,HSC partnership,30.5,Aged 45 to 64,27,Age Group,-11.5,13 Sep 20
Orkney Islands,HSC partnership,14,Aged 5 to 14,8,Age Group,-42.9,13 Sep 20
Orkney Islands,HSC partnership,15,Aged 65 to 74,15,Age Group,0,13 Sep 20
Orkney Islands,HSC partnership,15.5,Aged 75 to 84,11,Age Group,-29,13 Sep 20
Perth & Kinross,HSC partnership,216,Aged 15 to 44,192,Age Group,-11.1,13 Sep 20
Perth & Kinross,HSC partnership,124,Aged 45 to 64,101,Age Group,-18.5,13 Sep 20
Perth & Kinross,HSC partnership,83,Aged 5 to 14,73,Age Group,-12,13 Sep 20
Perth & Kinross,HSC partnership,52.5,Aged 65 to 74,53,Age Group,1,13 Sep 20
Perth & Kinross,HSC partnership,50,Aged 75 to 84,60,Age Group,20,13 Sep 20
Perth & Kinross,HSC partnership,40,Aged 85 and over,31,Age Group,-22.5,13 Sep 20
Perth & Kinross,HSC partnership,34,Aged under 5,28,Age Group,-17.6,13 Sep 20
Renfrewshire,HSC partnership,414,Aged 15 to 44,341,Age Group,-17.6,13 Sep 20
Renfrewshire,HSC partnership,265,Aged 45 to 64,203,Age Group,-23.4,13 Sep 20
Renfrewshire,HSC partnership,118,Aged 5 to 14,93,Age Group,-21.2,13 Sep 20
Renfrewshire,HSC partnership,102,Aged 65 to 74,81,Age Group,-20.6,13 Sep 20
Renfrewshire,HSC partnership,113,Aged 75 to 84,80,Age Group,-29.2,13 Sep 20
Renfrewshire,HSC partnership,61.5,Aged 85 and over,42,Age Group,-31.7,13 Sep 20
Renfrewshire,HSC partnership,108.5,Aged under 5,53,Age Group,-51.2,13 Sep 20
Scotland,Scotland,9816,Aged 15 to 44,7988,Age Group,-18.6,13 Sep 20
Scotland,Scotland,5803.5,Aged 45 to 64,5258,Age Group,-9.4,13 Sep 20
Scotland,Scotland,3022,Aged 5 to 14,2619,Age Group,-13.3,13 Sep 20
Scotland,Scotland,2478.5,Aged 65 to 74,2196,Age Group,-11.4,13 Sep 20
Scotland,Scotland,2185,Aged 75 to 84,1964,Age Group,-10.1,13 Sep 20
Scotland,Scotland,1238,Aged 85 and over,1105,Age Group,-10.7,13 Sep 20
Scotland,Scotland,2495.5,Aged under 5,1697,Age Group,-32,13 Sep 20
Scottish Borders,HSC partnership,198,Aged 15 to 44,175,Age Group,-11.6,13 Sep 20
Scottish Borders,HSC partnership,133.5,Aged 45 to 64,134,Age Group,0.4,13 Sep 20
Scottish Borders,HSC partnership,68,Aged 5 to 14,68,Age Group,0,13 Sep 20
Scottish Borders,HSC partnership,80.5,Aged 65 to 74,75,Age Group,-6.8,13 Sep 20
Scottish Borders,HSC partnership,68.5,Aged 75 to 84,73,Age Group,6.6,13 Sep 20
Scottish Borders,HSC partnership,45,Aged 85 and over,34,Age Group,-24.4,13 Sep 20
Scottish Borders,HSC partnership,29,Aged under 5,25,Age Group,-13.8,13 Sep 20
Shetland Islands,HSC partnership,50.5,Aged 15 to 44,37,Age Group,-26.7,13 Sep 20
Shetland Islands,HSC partnership,26,Aged 45 to 64,35,Age Group,34.6,13 Sep 20
Shetland Islands,HSC partnership,17,Aged 5 to 14,6,Age Group,-64.7,13 Sep 20
Shetland Islands,HSC partnership,8,Aged 65 to 74,12,Age Group,50,13 Sep 20
Shetland Islands,HSC partnership,15,Aged 75 to 84,13,Age Group,-13.3,13 Sep 20
Shetland Islands,HSC partnership,9,Aged under 5,6,Age Group,-33.3,13 Sep 20
South Ayrshire,HSC partnership,221.5,Aged 15 to 44,133,Age Group,-40,13 Sep 20
South Ayrshire,HSC partnership,143,Aged 45 to 64,158,Age Group,10.5,13 Sep 20
South Ayrshire,HSC partnership,79,Aged 5 to 14,54,Age Group,-31.6,13 Sep 20
South Ayrshire,HSC partnership,64.5,Aged 65 to 74,62,Age Group,-3.9,13 Sep 20
South Ayrshire,HSC partnership,63.5,Aged 75 to 84,54,Age Group,-15,13 Sep 20
South Ayrshire,HSC partnership,36,Aged 85 and over,43,Age Group,19.4,13 Sep 20
South Ayrshire,HSC partnership,49.5,Aged under 5,39,Age Group,-21.2,13 Sep 20
South Lanarkshire,HSC partnership,738,Aged 15 to 44,631,Age Group,-14.5,13 Sep 20
South Lanarkshire,HSC partnership,487.5,Aged 45 to 64,453,Age Group,-7.1,13 Sep 20
South Lanarkshire,HSC partnership,192.5,Aged 5 to 14,175,Age Group,-9.1,13 Sep 20
South Lanarkshire,HSC partnership,228,Aged 65 to 74,197,Age Group,-13.6,13 Sep 20
South Lanarkshire,HSC partnership,192.5,Aged 75 to 84,182,Age Group,-5.5,13 Sep 20
South Lanarkshire,HSC partnership,102,Aged 85 and over,99,Age Group,-2.9,13 Sep 20
South Lanarkshire,HSC partnership,146,Aged under 5,94,Age Group,-35.6,13 Sep 20
West Dunbartonshire,HSC partnership,131,Aged 15 to 44,88,Age Group,-32.8,13 Sep 20
West Dunbartonshire,HSC partnership,76,Aged 45 to 64,87,Age Group,14.5,13 Sep 20
West Dunbartonshire,HSC partnership,45.5,Aged 5 to 14,41,Age Group,-9.9,13 Sep 20
West Dunbartonshire,HSC partnership,33.5,Aged 65 to 74,33,Age Group,-1.5,13 Sep 20
